# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 21 02:22:32 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%TOI-%%%%%'
# CONSTRAINT:  and sy_snum = 1
# CONSTRAINT:  and sy_pnum = 1
# CONSTRAINT:  and soltype like '%Published Confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
TOI-5713 b,TOI-5713,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.44198900000,0.00001500000,-0.00001400000,0,0.0600800000,0.0004600000,-0.0004600000,0,1.77000000,0.17000000,-0.14000000,0,0.15790910,0.01516641,-0.01248998,0,,,,,,,,,,0.240000,0.400000,-0.170000,0,2.2554,0.1689,-0.6024,0,347.20,3.00,-3.20,0,M3.5+/-0.5,3225.00,41.00,-40.00,0,0.299200,0.007300,-0.007200,0,0.265300,0.006100,-0.006100,0,-0.0300,0.1300,-0.1300,0,[Fe/H],4.910000,0.023000,-0.022000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h53m50.10s,208.4587323,+52d36m09.95s,52.6027628,40.86680000,0.07300000,-0.07280000,15.3550000,0.0180000,-0.0180000,10.2170000,0.0160000,-0.0160000,14.0104000,0.0005280,-0.0005280
TOI-5720 b,TOI-5720,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.43445550000,0.00000360000,-0.00000360000,0,0.0182880000,0.0002790000,-0.0002790000,0,1.09000000,0.07000000,-0.07000000,0,0.09724345,0.00624499,-0.00624499,0,4.30000000,,,1,0.01352931,,,1,Mass,,,,,41.7000,4.5000,-4.5000,0,708.00,19.00,-19.00,0,M3.5 +/- 1.0,3325.00,75.00,-75.00,0,0.383000,0.018000,-0.018000,0,0.383000,0.019000,-0.019000,0,0.0300,0.2000,-0.2000,0,[Fe/H],5.010000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m15.26s,170.3135774,+25d16m23.86s,25.2732942,35.82560000,0.12730000,-0.12640000,13.8470000,0.0430000,-0.0430000,9.2880000,0.0150000,-0.0150000,12.8215000,0.0006080,-0.0006080
TOI-5726.01,TOI-5726,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,5.49112521500,0.00000945800,-0.00001456900,0,0.0621860000,0.0024540000,-0.0026680000,0,2.55400000,0.28000000,-0.17700000,0,0.22785301,0.02497997,-0.01579091,0,,,,,,,,,,,,,,338.9500,54.6500,-46.7100,0,,,,,,5874.00,119.00,-119.00,0,1.106000,0.051000,-0.051000,0,1.060000,0.130000,-0.130000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m34.81s,123.3950504,+68d34m28.52s,68.5745899,108.84800000,0.36000000,-0.35700000,9.7360000,0.0020000,-0.0020000,8.2300000,0.0160000,-0.0160000,9.5803400,0.0002250,-0.0002250
TOI-5795 b,TOI-5795,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANNI_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250723413M/abstract target=ref>Manni et al. 2025</a>,6.14063250000,0.00000540000,-0.00000540000,0,0.0640000000,0.0020000000,-0.0020000000,0,5.62000000,0.11000000,-0.11000000,0,0.50138368,0.00981356,-0.00981356,0,23.66000000,4.09000000,-4.61000000,0,0.07444269,0.01286858,-0.01450468,0,Mass,0.250000,,,1,,,,,1136.78,18.89,-18.02,0,G3 V,5715.00,55.00,-55.00,0,1.082000,0.026000,-0.026000,0,0.901000,0.055000,-0.037000,0,-0.2700,0.0700,-0.0700,0,[Fe/H],4.320000,0.130000,-0.130000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h19m28.51s,304.8687820,-07d32m51.57s,-7.5476595,156.53000000,1.60000000,-1.56800000,10.7080000,0.0090000,-0.0090000,9.1680000,0.0210000,-0.0210000,10.6376000,0.0003610,-0.0003610
TOI-5800 b,TOI-5800,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250510123N/abstract target=ref>Naponiello et al. 2025</a>,2.62788380000,0.00000370000,-0.00000370000,0,0.0344000000,0.0014000000,-0.0014000000,0,2.46000000,0.18000000,-0.16000000,0,0.21946688,0.01605855,-0.01427427,0,9.50000000,1.70000000,-1.90000000,0,0.02989034,0.00534880,-0.00597807,0,Mass,0.300000,0.083000,-0.082000,0,,,,,1108.00,20.00,-20.00,0,K3 V,4850.00,78.00,-78.00,0,0.773000,0.023000,-0.023000,0,0.778000,0.037000,-0.032000,0,-0.0400,0.1300,-0.1300,0,[Fe/H],4.560000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m15.73s,305.0655462,-07d24m42.93s,-7.4119237,42.90520000,0.07980000,-0.07940000,9.5530010,0.0050000,-0.0050000,7.1910000,0.0200000,-0.0200000,9.2182400,0.0001660,-0.0001660
TOI-5800 b,TOI-5800,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JENKINS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250510324J/abstract target=ref>Jenkins et al. 2025</a>,2.62788200000,0.00000500000,-0.00000500000,0,0.0345000000,0.0007000000,-0.0007000000,0,2.68000000,0.23000000,-0.20000000,0,0.23909400,0.02051926,-0.01784284,0,10.80000000,1.30000000,-1.40000000,0,0.03398060,0.00409026,-0.00440489,0,Mass,0.390000,0.070000,-0.070000,0,,,,,1119.00,9.00,-8.00,0,K3 V,4830.00,50.00,-50.00,0,0.800000,0.010000,-0.010000,0,0.790000,0.050000,-0.020000,0,0.0200,0.0800,-0.0800,0,[m/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h20m15.73s,305.0655462,-07d24m42.93s,-7.4119237,42.90520000,0.07980000,-0.07940000,9.5530010,0.0050000,-0.0050000,7.1910000,0.0200000,-0.0200000,9.2182400,0.0001660,-0.0001660
TOI-5803 b,TOI-5803,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,5.38305000000,0.00020700000,-0.00020000000,0,,,,,3.27320000,0.12510000,-0.11940000,0,0.29201585,0.01116069,-0.01065217,0,,,,,,,,,,,,,,,,,,678.87,,,0,,5134.00,121.00,-121.00,0,0.762500,0.045100,-0.045100,0,0.870000,0.103200,-0.103200,0,,,,,,4.613000,0.085000,-0.085000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.01260000,0.45140000,-0.44680000,10.6550000,0.0110000,-0.0110000,8.6840000,0.0210000,-0.0210000,10.4782000,0.0006830,-0.0006830
TOI-5882 b,TOI-5882,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VOWELL_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250109795V/abstract target=ref>Vowell et al. 2025</a>,7.14897200000,0.00001400000,-0.00001400000,0,0.0804000000,0.0011000000,-0.0013000000,0,11.46678726,0.50440413,-0.42594127,0,1.02300000,0.04500000,-0.03800000,0,6995.40323807,193.87532827,-228.83645304,0,22.01000000,0.61000000,-0.72000000,0,Mass,0.033900,0.004100,-0.004100,0,,,,,1515.00,50.00,-46.00,0,,5920.00,210.00,-210.00,0,2.260000,0.072000,-0.052000,0,1.334000,0.055000,-0.065000,0,0.1800,0.1600,-0.1500,0,[Fe/H],3.856000,0.018000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h47m33.27s,311.8886385,+34d44m14.97s,34.7374918,416.10400000,3.99900000,-3.92600000,11.3150000,0.0120000,-0.0120000,9.6150000,0.0200000,-0.0200000,11.1063000,0.0005980,-0.0005980
TOI-5882 b,TOI-5882,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VOWELL_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250109795V/abstract target=ref>Vowell et al. 2025</a>,7.14897300000,0.00001500000,-0.00001500000,0,0.0844500000,0.0009900000,-0.0009800000,0,11.83668362,0.41473229,-0.38110534,0,1.05600000,0.03700000,-0.03400000,0,7720.05200603,184.34047606,-177.98390792,0,24.29000000,0.58000000,-0.56000000,0,Mass,0.033200,0.004000,-0.004200,0,,,,,1537.00,45.00,-43.00,0,,6060.00,180.00,-180.00,0,2.334000,0.047000,-0.041000,0,1.549000,0.055000,-0.053000,0,0.2500,0.1500,-0.1500,0,[Fe/H],3.892000,0.012000,-0.013000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h47m33.27s,311.8886385,+34d44m14.97s,34.7374918,416.10400000,3.99900000,-3.92600000,11.3150000,0.0120000,-0.0120000,9.6150000,0.0200000,-0.0200000,11.1063000,0.0005980,-0.0005980
TOI-6000 b,TOI-6000,1,1,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GOMEZ_BARRIENTOS_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250802782G/abstract target=ref>Gomez Barrientos et al. 2025</a>,0.44895900000,0.00001100000,-0.00001100000,0,,,,,0.94000000,0.05000000,-0.05000000,0,0.08386133,0.00446071,-0.00446071,0,,,,,,,,,,,,,,,,,,1120.00,,,0,,3419.00,157.00,-157.00,0,0.380000,0.010000,-0.010000,0,0.370000,0.020000,-0.020000,0,,,,,,4.850000,0.000000,0.000000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m25.51s,292.6062979,+68d09m16.53s,68.1545924,75.76640000,0.18920000,-0.18830000,15.4540000,0.1480000,-0.1480000,10.8660000,0.0190000,-0.0190000,14.3736000,0.0005090,-0.0005090
TOI-6002 b,TOI-6002,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GHACHOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A.263G/abstract target=ref>Ghachoui et al. 2024</a>,10.90482100000,0.00002100000,-0.00001800000,0,0.0572200000,0.0004400000,-0.0004400000,0,1.65000000,0.22000000,-0.19000000,0,0.14720339,0.01962712,-0.01695069,0,,,,,,,,,,0.150000,0.420000,-0.110000,0,1.6823,0.1689,-0.3673,0,321.40,6.60,-5.20,0,M3.5+/-0.5,3229.00,77.00,-57.00,0,0.243200,0.006300,-0.006500,0,0.210100,0.004900,-0.004800,0,-0.1800,0.1200,-0.1200,0,[Fe/H],4.989000,0.025000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m27.42s,299.6142524,+32d17m13.81s,32.2871702,32.02660000,0.04480000,-0.04470000,14.6000000,0.2000000,-0.2000000,10.1750000,0.0190000,-0.0190000,13.9558000,0.0004190,-0.0004190
TOI-6008 b,TOI-6008,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,0.85743470000,0.00004240000,-0.00004240000,0,0.0107770000,0.0001620000,-0.0001620000,0,1.03000000,0.05000000,-0.05000000,0,0.09189060,0.00446071,-0.00446071,0,4.00000000,,,1,0.01258541,,,1,Mass,,,,,41.5000,4.5000,-4.5000,0,707.00,19.00,-19.00,0,M5.0,3075.00,75.00,-75.00,0,0.242000,0.013000,-0.013000,0,0.230000,0.011000,-0.011000,0,0.3000,,,1,[Fe/H],5.010000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h41m47.70s,310.4487344,+49d38m48.84s,49.6468992,23.10080000,0.02930000,-0.02910000,15.9700000,0.2000000,-0.2000000,9.5410000,0.0180000,-0.0180000,13.7122000,0.0005500,-0.0005500
TOI-6016 b,TOI-6016,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,4.02368700000,0.00000300000,-0.00000300000,0,0.0550000000,0.0020000000,-0.0020000000,0,13.67495645,0.33626942,-0.33626942,0,1.22000000,0.03000000,-0.03000000,0,371.85923619,28.60455663,-28.60455663,0,1.17000000,0.09000000,-0.09000000,0,Mass,0.000000,,,0,940.0000,50.0000,-50.0000,0,1890.00,40.00,-40.00,0,F,6110.00,50.00,-50.00,0,1.510000,0.030000,-0.030000,0,1.310000,0.080000,-0.080000,0,0.2800,0.0600,-0.0600,0,[Fe/H],4.190000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m05.75s,4.5239602,+59d45m58.31s,59.7661983,364.71500000,3.64700000,-3.57700000,11.8860000,0.0290000,-0.0290000,10.2240000,0.0160000,-0.0160000,11.9184000,0.0001990,-0.0001990
TOI-6029 b,TOI-6029,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S/abstract target=ref>Saunders et al. 2024</a>,5.79870000000,0.00040000000,-0.00040000000,0,,,,,14.39233122,1.09848011,-1.09848011,0,1.28400000,0.09800000,-0.09800000,0,519.64944544,10.17050902,-10.17050902,0,1.63500000,0.03200000,-0.03200000,0,Mass,0.091000,0.017000,-0.015000,0,,,,,,,,,,6223.00,100.00,-100.00,0,2.338000,0.027000,-0.085000,0,1.548000,0.027000,-0.085000,0,0.3700,0.0600,-0.0600,0,[Fe/H],3.886000,0.016000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h33m32.70s,8.3862555,+61d51m38.76s,61.8607659,603.11900000,11.71700000,-11.28600000,12.8580000,0.0380000,-0.0380000,10.3690000,0.0230000,-0.0230000,12.2681000,0.0001610,-0.0001610
TOI-6086 b,TOI-6086,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240506350B/abstract target=ref>Barkaoui et al. 2024</a>,1.38887250000,0.00008270000,-0.00008270000,0,0.0154100000,0.0002400000,-0.0002400000,0,1.18000000,0.07000000,-0.07000000,0,0.10527273,0.00624499,-0.00624499,0,,,,,,,,,,,,,,26.8000,2.7000,-2.7000,0,634.00,16.00,-16.00,0,M3.0,3200.00,75.00,-75.00,0,0.259000,0.013000,-0.013000,0,0.254000,0.013000,-0.013000,0,0.1100,0.2000,-0.2000,0,[Fe/H],5.010000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h41m28.90s,265.3704236,+30d18m13.59s,30.3037755,31.45660000,0.04060000,-0.04040000,14.9810000,0.0630000,-0.0630000,9.9890000,0.0190000,-0.0190000,13.6971000,0.0006630,-0.0006630
TOI-6130 b,TOI-6130,1,1,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,2.39267900000,0.00000200000,-0.00000200000,0,0.0360000000,0.0020000000,-0.0020000000,0,14.34749530,0.33626942,-0.33626942,0,1.28000000,0.03000000,-0.03000000,0,333.71982735,19.06970442,-19.06970442,0,1.05000000,0.06000000,-0.06000000,0,Mass,0.036000,0.018000,-0.018000,0,1150.0000,80.0000,-80.0000,0,1750.00,40.00,-40.00,0,F,6110.00,50.00,-50.00,0,1.510000,0.030000,-0.030000,0,1.310000,0.080000,-0.080000,0,0.2800,0.0600,-0.0600,0,[Fe/H],4.190000,0.080000,-0.080000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h36m49.22s,339.2050832,+16d49m37.90s,16.8271941,220.88200000,2.63700000,-2.57600000,11.2100000,0.0110000,-0.0110000,9.6550000,0.0180000,-0.0180000,10.9775000,0.0005880,-0.0005880
TOI-615 b,TOI-615,1,1,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.66159830000,0.00000250000,-0.00000160000,0,0.0678000000,0.0031000000,-0.0026000000,0,18.97680433,0.58286700,-0.63891190,0,1.69300000,0.05200000,-0.05700000,0,138.25535705,27.33324300,-26.06192937,0,0.43500000,0.08600000,-0.08200000,0,Mass,0.390000,,,1,1286.0000,96.0000,-154.0000,0,1666.00,24.00,-24.00,0,F2 V,6850.00,100.00,-100.00,0,1.732000,0.055000,-0.055000,0,1.449000,0.087000,-0.087000,0,-0.1000,0.0700,-0.0700,0,[Fe/H],4.200000,0.200000,-0.200000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m38.09s,133.4086892,-40d32m37.32s,-40.5437010,360.40800000,3.99300000,-3.90900000,10.8250000,0.0080000,-0.0080000,9.6690000,0.0210000,-0.0210000,10.5775000,0.0003010,-0.0003010
TOI-620 b,TOI-620,1,1,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,5.09881790000,0.00000450000,-0.00000460000,0,0.0482500000,0.0006500000,-0.0006600000,0,3.76000000,0.15000000,-0.15000000,0,0.33544531,0.01338213,-0.01338213,0,,,,,,,,,,0.220000,0.280000,-0.120000,0,20.8000,1.3000,-3.5000,0,603.60,5.50,-5.30,0,M2.5 V,3708.00,57.00,-56.00,0,0.550000,0.017000,-0.017000,0,0.577000,0.024000,-0.023000,0,0.3500,0.1100,-0.1200,0,[Fe/H],4.718000,0.024000,-0.025000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.02310000,0.05860000,-0.05830000,12.2620000,0.0240000,-0.0240000,7.9540000,0.0270000,-0.0270000,11.3104000,0.0012900,-0.0012900
